股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
425,2024-04-26,220.2508936,218.6640716,222.15508,212.9515124,137916330.0,943640929.34,4.16,-2.54,1.6985,-1.1478
425,2024-04-29,217.394614,219.2988004,220.568258,215.807792,90465637.0,622068401.21,2.18,0.63,1.1141,0.2903
425,2024-04-30,219.2988004,223.1071732,225.9634528,214.22097,132235094.0,922368362.77,5.35,3.81,1.6285,1.7366
425,2024-05-06,225.328724,237.3885712,240.5622152,218.3467072,217885412.0,1588969928.35,9.96,14.28,2.6833,6.4011
425,2024-05-07,239.2927576,237.7059356,245.3226812,235.4843848,129768353.0,979521293.51,4.14,0.32,1.5981,0.1337
425,2024-05-08,236.1191136,234.2149272,236.436478,231.0412832,70526287.0,518959568.43,2.27,-3.49,0.8685,-1.4686
425,2024-05-09,233.5801984,254.5262488,255.478342,233.5801984,214786019.0,1679458622.47,9.35,20.31,2.6451,8.6721
425,2024-05-10,252.9394268,254.5262488,255.7957064,246.9095032,120852468.0,956819838.06,3.49,0.0,1.4883,0.0
425,2024-05-13,249.4484184,253.2567912,258.3346216,247.2268676,124540724.0,996469778.55,4.36,-1.27,1.5337,-0.4988
425,2024-05-14,251.6699692,250.0831472,254.5262488,246.9095032,70106761.0,551318792.83,3.01,-3.17,0.8634,-1.2531
425,2024-05-15,246.9095032,246.9095032,250.0831472,245.95741,63844915.0,498620333.59,1.65,-3.17,0.7863,-1.269
425,2024-05-16,248.8136896,250.717876,252.6220624,244.6879524,89291470.0,699878887.3,3.21,3.81,1.0996,1.5424
425,2024-05-17,247.8615964,248.1789608,250.4005116,241.5143084,98161704.0,762044957.31,3.54,-2.54,1.2089,-1.0127
425,2024-05-20,247.544232,243.1011304,247.8615964,239.610122,101818709.0,779169985.1,3.32,-5.08,1.2539,-2.046
425,2024-05-21,242.783766,243.4184948,245.3226812,241.8316728,43220500.0,331630673.33,1.44,0.32,0.5323,0.1305
425,2024-05-22,243.7358592,243.1011304,247.544232,242.1490372,69873600.0,538150301.49,2.22,-0.32,0.8605,-0.1304
425,2024-05-23,242.1490372,242.4664016,247.8615964,240.5622152,79894762.0,614566817.68,3.0,-0.63,0.9839,-0.2611
425,2024-05-24,242.4664016,249.131054,253.5741556,241.8316728,133019951.0,1046919549.74,4.84,6.66,1.6382,2.7487
425,2024-05-27,249.4484184,253.2567912,253.5741556,247.544232,84722103.0,671767104.26,2.42,4.13,1.0434,1.6561
425,2024-05-28,252.9394268,242.783766,252.9394268,242.4664016,102576652.0,792517182.52,4.14,-10.47,1.2632,-4.1353
425,2024-05-29,243.4184948,235.8017492,243.4184948,233.8975628,104539105.0,779587530.25,3.92,-6.98,1.2874,-2.8758
425,2024-05-30,234.2149272,233.262834,237.0712068,232.3107408,59866050.0,442350621.4,2.02,-2.54,0.7373,-1.0767
425,2024-05-31,233.5801984,230.08919,236.436478,228.8197324,74217876.0,541588632.8,3.27,-3.17,0.914,-1.3605
425,2024-06-03,227.5502748,228.502368,230.7239188,225.328724,78324103.0,562375286.46,2.34,-1.59,0.9646,-0.6897
425,2024-06-04,227.5502748,234.2149272,235.1670204,226.5981816,82686256.0,605757267.12,3.75,5.71,1.0183,2.5
425,2024-06-05,233.5801984,229.1370968,235.8017492,227.2329104,62707312.0,456414623.88,3.66,-5.08,0.7722,-2.168
425,2024-06-06,231.676012,234.2149272,237.0712068,229.1370968,112275663.0,826974493.94,3.46,5.08,1.3827,2.2161
425,2024-06-07,233.8975628,236.7538424,241.8316728,232.6281052,136109399.0,1017931199.7,3.93,2.54,1.6762,1.084
425,2024-06-11,236.7538424,233.8975628,237.3885712,227.2329104,95510236.0,696396337.83,4.29,-2.86,1.1762,-1.2064
425,2024-06-12,231.3586476,240.2448508,242.1490372,230.7239188,99644894.0,748578687.64,4.88,6.35,1.2271,2.7137
425,2024-06-13,239.610122,232.9454696,239.9274864,231.3586476,76334494.0,563274873.59,3.57,-7.3,0.9401,-3.0383
425,2024-06-14,232.6281052,228.8197324,234.849656,227.2329104,71215029.0,517116045.71,3.27,-4.13,0.877,-1.7711
425,2024-06-17,229.4544612,229.4544612,232.6281052,226.915546,58285672.0,422419910.22,2.5,0.63,0.7178,0.2774
425,2024-06-18,229.4544612,233.8975628,236.436478,221.5203512,97227325.0,703361533.79,6.5,4.44,1.1974,1.9364
425,2024-06-19,233.262834,232.3107408,234.5322916,230.4065544,38563399.0,282799232.58,1.76,-1.59,0.4749,-0.6784
425,2024-06-20,231.676012,229.7718256,236.436478,228.1850036,40659300.0,296015054.67,3.55,-2.54,0.5007,-1.0929
425,2024-06-21,228.502368,233.8975628,237.0712068,228.502368,82676852.0,611011599.35,3.73,4.13,1.0182,1.7956
425,2024-06-24,233.8975628,232.3107408,236.436478,231.3586476,57339700.0,421753203.0,2.17,-1.59,0.7061,-0.6784
425,2024-06-25,231.3586476,236.436478,242.1490372,231.3586476,121175964.0,910208805.39,4.64,4.13,1.4923,1.776
425,2024-06-26,236.436478,236.7538424,237.7059356,230.7239188,67766294.0,501489498.18,2.95,0.32,0.8346,0.1342
425,2024-06-27,236.436478,223.4245376,236.436478,222.15508,135807289.0,970709201.46,6.03,-13.33,1.6725,-5.63
425,2024-06-28,222.15508,226.915546,228.502368,221.2029868,83105170.0,592485229.31,3.27,3.49,1.0235,1.5625
425,2024-07-01,224.3766308,227.5502748,228.502368,223.741902,59349057.0,423572754.02,2.1,0.63,0.7309,0.2797
425,2024-07-02,227.2329104,215.807792,227.2329104,206.28686,209741409.0,1417188047.94,9.21,-11.74,2.583,-5.1604
425,2024-07-03,215.80775658,212.54782068,217.76371812,211.56983991,91306879.0,597645840.43,2.87,-3.26,1.1245,-1.5106
425,2024-07-04,212.87381427,215.80775658,219.06769248,211.8958335,85037513.0,565455661.73,3.37,3.26,1.0472,1.5337
425,2024-07-05,215.80775658,216.13375017,216.78573735,211.56983991,62166000.0,408502302.0,2.42,0.33,0.7656,0.1511
425,2024-07-08,216.78573735,214.17778863,220.04567325,213.52580145,62955539.0,417701648.79,3.02,-1.96,0.7753,-0.905
425,2024-07-09,214.17778863,213.85179504,215.48176299,210.26586555,80127420.0,522916405.83,2.44,-0.33,0.9868,-0.1522
425,2024-07-10,213.85179504,217.43772453,220.37166684,211.24384632,84543775.0,561141288.82,4.27,3.59,1.0412,1.6768
425,2024-07-11,218.74169889,223.30560915,225.91355787,215.80775658,94614093.0,643171451.92,4.65,5.87,1.1652,2.6987
425,2024-07-12,222.00163479,219.06769248,224.28358992,217.43772453,67617310.0,456457740.22,3.07,-4.24,0.8327,-1.8978
425,2024-07-15,218.08971171,216.78573735,221.34964761,212.87381427,61720105.0,410799362.01,3.87,-2.28,0.7601,-1.0417
425,2024-07-16,215.1557694,208.6358976,217.11173094,206.67993606,109927535.0,704002208.04,4.81,-8.15,1.3538,-3.7594
425,2024-07-17,208.30990401,206.02794888,208.6358976,204.07198734,71062178.0,449364874.19,2.19,-2.61,0.8751,-1.25
425,2024-07-18,204.39798093,209.28788478,211.56983991,203.74599375,62856941.0,401102208.45,3.8,3.26,0.7741,1.5823
425,2024-07-19,208.6358976,213.52580145,215.48176299,207.98391042,78217494.0,511686683.91,3.58,4.24,0.9633,2.0249
425,2024-07-22,211.8958335,215.1557694,216.45974376,211.24384632,56113641.0,369189009.16,2.44,1.63,0.691,0.7634
425,2024-07-23,215.1557694,211.8958335,218.08971171,211.56983991,51591080.0,340626006.35,3.03,-3.26,0.6354,-1.5152
425,2024-07-24,212.22182709,212.54782068,216.78573735,210.26586555,65470144.0,428996758.99,3.08,0.65,0.8063,0.3077
425,2024-07-25,212.54782068,213.52580145,215.1557694,209.61387837,56323292.0,367394656.29,2.61,0.98,0.6936,0.4601
425,2024-07-26,213.85179504,212.87381427,217.43772453,208.30990401,77849867.0,508177583.57,4.27,-0.65,0.9587,-0.3053
425,2024-07-29,212.54782068,203.09400657,212.87381427,201.46403862,117126311.0,736236014.06,5.36,-9.78,1.4424,-4.5942
425,2024-07-30,203.09400657,206.35394247,207.00592965,200.48605785,72850130.0,458019270.04,3.21,3.26,0.8972,1.6051
425,2024-07-31,205.04996811,213.52580145,214.17778863,203.09400657,93409130.0,602960784.62,5.37,7.17,1.1503,3.4755
538,2024-01-02,995.95821468,998.99652528,1003.45271416,989.67903944,4083224.0,201456937.54,1.38,3.44,0.2288,0.3459
538,2024-01-03,997.578647,1003.25016012,1012.56764596,994.5403364,4571934.0,226457839.28,1.8,4.25,0.2561,0.4258
538,2024-01-04,1002.43994396,998.18630912,1003.25016012,989.67903944,4086941.0,200873700.51,1.35,-5.06,0.229,-0.5047
538,2024-01-05,998.18630912,988.86882328,999.19907932,985.22285056,3839056.0,188151575.8,1.4,-9.32,0.2151,-0.9334
538,2024-01-08,988.4637152,978.3360132,993.93267428,973.47471624,4867148.0,235783146.51,2.07,-10.53,0.2727,-1.0651
538,2024-01-09,978.3360132,981.3743238,983.80497228,971.44917584,3774418.0,182349373.97,1.26,3.04,0.2115,0.3106
538,2024-01-10,980.3615536,973.2721622,985.4254046,972.46194604,3691498.0,178024404.7,1.32,-8.1,0.2068,-0.8256
538,2024-01-11,970.2338516,973.67727028,980.3615536,963.34701424,4845063.0,232775507.75,1.75,0.41,0.2714,0.0416
538,2024-01-12,972.46194604,971.65172988,979.75389148,970.2338516,3716902.0,178980749.27,0.98,-2.03,0.2082,-0.208
538,2024-01-15,969.82874352,981.77943188,983.3998642,968.2083112,3861792.0,186575968.33,1.56,10.13,0.2164,1.0423
538,2024-01-16,981.57687784,994.5403364,994.5403364,978.94367532,5928678.0,289502092.42,1.59,12.76,0.3322,1.2998
538,2024-01-17,992.514796,976.51302684,995.75566064,976.3104728,5201876.0,252997555.66,1.96,-18.03,0.2914,-1.8126
538,2024-01-18,968.61341928,981.98198592,983.60241824,953.42186628,9112084.0,434126306.21,3.09,5.47,0.5105,0.56
538,2024-01-19,982.58964804,976.71558088,988.05860712,972.46194604,5407580.0,261695600.98,1.59,-5.27,0.303,-0.5363
538,2024-01-22,975.90536472,958.28316324,979.3487834,952.003988,7871159.0,376660953.6,2.8,-18.43,0.441,-1.8872
538,2024-01-23,954.43463648,959.49848748,965.77766272,946.12992084,6944567.0,327658786.45,2.05,1.22,0.3891,0.1268
538,2024-01-24,959.70104152,978.94367532,982.99475612,952.003988,8748403.0,417920506.87,3.23,19.45,0.4901,2.0266
538,2024-01-25,980.76666168,994.13522832,995.14799852,976.10791876,7297151.0,355843135.19,1.94,15.19,0.4088,1.5518
538,2024-01-26,992.514796,1000.81951164,1012.56764596,990.08414752,8218292.0,406124591.43,2.26,6.68,0.4604,0.6724
538,2024-01-29,1007.706349,995.95821468,1013.7829702,994.13522832,8338800.0,412488715.38,1.96,-4.86,0.4672,-0.4857
538,2024-01-30,991.70457984,977.12068896,994.74289044,976.3104728,5966055.0,290505359.06,1.85,-18.84,0.3342,-1.8914
538,2024-01-31,963.95467636,942.07884004,970.03129756,941.47117792,11428655.0,535480798.75,2.92,-35.04,0.6403,-3.5862
538,2024-02-01,938.23031328,936.812435,947.14269104,929.52048956,8464339.0,391779861.54,1.87,-5.27,0.4742,-0.559
538,2024-02-02,934.17923248,935.19200268,947.75035316,909.06253152,10601830.0,486337385.46,4.13,-1.62,0.594,-0.173
538,2024-02-05,923.6464224,947.9529072,962.94190616,912.30339616,13345570.0,618616248.79,5.41,12.76,0.7477,1.3645
538,2024-02-06,935.7996648,1001.6297278,1003.04760608,935.7996648,16471572.0,803666012.06,7.09,53.68,0.9228,5.6624
538,2024-02-07,1001.6297278,1000.81951164,1002.642498,988.05860712,13468693.0,662044884.4,1.46,-0.81,0.7546,-0.0809
538,2024-02-08,1002.84505204,1001.02206568,1016.41617272,994.94544448,11262205.0,557805316.13,2.15,0.2,0.6308,0.0202
538,2024-02-19,1008.7191192,1010.13699748,1022.29023988,995.5531066,13860865.0,691118621.74,2.67,9.11,0.7764,0.9106
538,2024-02-20,1007.706349,1012.7702,1021.8851318,999.80674144,10670494.0,534630825.14,2.19,2.63,0.5977,0.2607
538,2024-02-21,1008.7191192,1012.16253788,1020.66980756,1004.26293032,11470462.0,574038807.11,1.62,-0.61,0.6425,-0.06
538,2024-02-22,1006.49102476,1012.36509192,1015.60595656,1005.88336264,9456920.0,471751558.15,0.96,0.2,0.5297,0.02
538,2024-02-23,1011.7574298,1006.89613284,1014.7957404,1004.46548436,9603524.0,477903227.15,1.02,-5.47,0.5379,-0.5402
538,2024-02-26,1007.50379496,1001.83228184,1009.12422728,998.5914172,8241336.0,408666000.24,1.05,-5.06,0.4616,-0.5029
538,2024-02-27,1004.06037628,1006.89613284,1007.09868688,1000.6169576,5986995.0,296743024.72,0.65,5.06,0.3354,0.5055
538,2024-02-28,1006.49102476,1002.43994396,1020.8723616,1001.6297278,11518464.0,574775916.41,1.91,-4.46,0.6452,-0.4426
538,2024-02-29,996.5658768,1009.32678132,1009.7318894,995.14799852,9660746.0,478768941.6,1.45,6.89,0.5411,0.687
538,2024-03-01,1009.7318894,1022.69534796,1031.40517168,1008.7191192,13530250.0,682975766.28,2.25,13.37,0.7579,1.3245
538,2024-03-04,1022.69534796,1026.13876664,1039.70988732,1020.46725352,11611619.0,589962250.56,1.88,3.44,0.6504,0.3367
538,2024-03-05,1022.08768584,1039.1022252,1043.153306,1016.8212808,14274652.0,730343561.94,2.57,12.96,0.7996,1.2633
538,2024-03-06,1038.89967116,1033.22815804,1040.72265752,1024.9234424,8968633.0,456604706.33,1.52,-5.87,0.5024,-0.5653
538,2024-03-07,1033.22815804,1025.9362126,1034.64603632,1025.53110452,9090967.0,461457552.34,0.88,-7.29,0.5092,-0.7057
538,2024-03-08,1025.73365856,1044.97629236,1049.2299272,1024.9234424,11585393.0,595136787.43,2.37,19.04,0.6489,1.8559
538,2024-03-11,1050.04014336,1044.36863024,1052.67334588,1038.89967116,7389954.0,380504789.81,1.32,-0.61,0.4139,-0.0582
538,2024-03-12,1047.2043868,1053.281008,1060.57295344,1047.2043868,9838674.0,511998334.63,1.28,8.91,0.5511,0.8534
538,2024-03-13,1053.48356204,1050.64780548,1056.92698072,1043.153306,6469705.0,335311474.83,1.31,-2.63,0.3624,-0.25
538,2024-03-14,1050.44525144,1039.91244136,1058.344859,1038.89967116,7846594.0,405757616.13,1.85,-10.74,0.4395,-1.0218
538,2024-03-15,1036.0639146,1042.34308984,1045.1788464,1032.82304996,5917156.0,303250371.6,1.19,2.43,0.3314,0.2337
538,2024-03-18,1048.62226508,1045.38140044,1052.2682378,1040.1149954,7370803.0,380273356.29,1.17,3.04,0.4129,0.2915
538,2024-03-19,1043.35586004,1038.49456308,1049.02737316,1037.0766848,5882199.0,302736134.72,1.14,-6.89,0.3295,-0.6588
538,2024-03-20,1038.69711712,1038.089455,1046.1916166,1032.0128338,5965882.0,305845710.15,1.37,-0.41,0.3342,-0.039
538,2024-03-21,1039.1022252,1033.025604,1040.72265752,1032.0128338,5230419.0,267025982.57,0.84,-5.06,0.293,-0.4878
538,2024-03-22,1031.81027976,1025.32855048,1032.41794188,1016.41617272,6852989.0,346141825.83,1.55,-7.7,0.3839,-0.7451
538,2024-03-25,1024.11322624,1031.20261764,1040.72265752,1021.07491564,8868919.0,452781546.4,1.92,5.87,0.4968,0.5729
538,2024-03-26,1031.20261764,1030.18984744,1037.0766848,1025.9362126,4955147.0,252120730.96,1.08,-1.01,0.2776,-0.0982
538,2024-03-27,1029.9872934,1018.64426716,1029.9872934,1018.64426716,5196633.0,262650502.69,1.1,-11.55,0.2911,-1.1207
538,2024-03-28,1018.8468212,1022.897902,1027.961753,1017.42894292,6387638.0,322551133.87,1.03,4.25,0.3578,0.4176
538,2024-03-29,1023.9106722,1028.9745232,1042.74819792,1021.48002372,7427287.0,377998685.32,2.08,6.08,0.416,0.5941
538,2024-04-01,1020.26469948,1027.75919896,1041.1277656,1008.31401112,13786193.0,697535469.12,3.19,-1.22,0.7722,-0.1181
538,2024-04-02,1022.897902,1015.40340252,1026.34132068,1008.7191192,12568797.0,629454139.9,1.71,-12.36,0.704,-1.2022
538,2024-04-03,1012.56764596,1038.089455,1046.59672468,1009.7318894,16480463.0,839396564.07,3.63,22.69,0.9231,2.2342
538,2024-04-08,1038.29200904,1037.0766848,1048.01460296,1033.43071208,9531479.0,489475590.98,1.4,-1.01,0.5339,-0.0976
538,2024-04-09,1035.0511444,1034.0383742,1038.29200904,1021.68257776,8217179.0,417433653.43,1.6,-3.04,0.4603,-0.293
538,2024-04-10,1031.60772572,1024.9234424,1036.0639146,1021.8851318,7167196.0,363467718.31,1.37,-9.11,0.4015,-0.8815
538,2024-04-11,1022.897902,1026.9489828,1036.67157672,1020.8723616,6827500.0,346329716.13,1.54,2.03,0.3824,0.1976
538,2024-04-12,1025.12599644,1024.9234424,1031.81027976,1021.48002372,5340542.0,270872966.37,1.01,-2.03,0.2991,-0.1972
538,2024-04-15,1025.12599644,1048.217157,1053.281008,1024.11322624,13591711.0,700505420.28,2.85,23.29,0.7613,2.2727
538,2024-04-16,1047.2043868,1079.81558724,1091.15861348,1046.1916166,23039226.0,1226824782.74,4.29,31.6,1.2905,3.0145
538,2024-04-17,1079.81558724,1135.72050228,1136.3281644,1070.70065544,31554355.0,1732356590.13,6.08,55.9,1.7675,5.1773
538,2024-04-18,1126.2004624,1134.302624,1157.5963386,1125.1876922,21669612.0,1217158021.32,2.85,-1.42,1.2138,-0.1248
538,2024-04-19,1134.302624,1148.68396084,1154.558028,1130.65665128,15000319.0,848891348.94,2.11,14.38,0.8402,1.2679
538,2024-04-22,1153.95036588,1143.01244772,1166.91382444,1137.74604268,13703900.0,777454602.58,2.54,-5.67,0.7676,-0.4937
538,2024-04-23,1141.79712348,1132.68219168,1147.67119064,1125.59280028,11456266.0,640006361.37,1.93,-10.33,0.6463,-0.9038
538,2024-04-24,1130.45409724,1123.36470584,1132.2770836,1109.9961392,10709103.0,590859461.81,1.97,-9.32,0.6042,-0.8226
538,2024-04-25,1121.74427352,1120.73150332,1129.44132704,1116.0727604,7938530.0,440021038.73,1.19,-2.63,0.4479,-0.2344
538,2024-04-26,1119.92128716,1120.73150332,1131.87197552,1116.0727604,11881921.0,658001225.53,1.41,0.0,0.6703,0.0
538,2024-04-29,1144.430326,1134.302624,1145.64565024,1119.92128716,16520062.0,921642964.89,2.3,13.57,0.932,1.2109
538,2024-04-30,1134.91028612,1159.621879,1170.15468908,1132.47963764,18182848.0,1041442895.48,3.32,25.32,1.0258,2.2321
538,2024-05-06,1170.7623512,1163.26785172,1174.813432,1145.64565024,16917672.0,968518565.01,2.52,3.65,0.9544,0.3144
538,2024-05-07,1156.38101436,1154.15291992,1159.621879,1146.4558664,11355893.0,645718460.3,1.13,-9.11,0.6406,-0.7836
538,2024-05-08,1154.558028,1152.5324876,1165.90105424,1146.86097448,7961192.0,453330435.84,1.65,-1.62,0.4491,-0.1404
538,2024-05-09,1145.24054216,1144.22777196,1148.68396084,1130.2515432,15264580.0,859992251.45,1.6,-8.3,0.8612,-0.7206
538,2024-05-10,1146.33080034,1125.72166102,1146.33080034,1118.7818488,17654409.0,946429915.73,2.41,-18.51,0.996,-1.6173
538,2024-05-13,1115.83768604,1150.74704448,1154.74269394,1114.78619934,16060130.0,870600167.11,3.55,25.03,0.906,2.2231
538,2024-05-14,1145.0690163,1183.13283484,1198.694838,1141.49396152,16799028.0,938893762.48,4.97,32.39,0.9477,2.8143
538,2024-05-15,1177.665104,1168.2017237,1187.1284843,1165.25756094,8876994.0,496148444.06,1.85,-14.93,0.5008,-1.262
538,2024-05-16,1168.2017237,1161.68250616,1174.30034656,1159.57953276,7839169.0,434909870.41,1.26,-6.52,0.4422,-0.5581
538,2024-05-17,1161.47220882,1163.15458754,1167.99142636,1146.33080034,8171849.0,450020423.75,1.86,1.47,0.461,0.1267
538,2024-05-20,1158.52804606,1156.63537,1162.9442902,1139.8115828,10918488.0,597980431.16,1.99,-6.52,0.616,-0.5605
538,2024-05-21,1156.63537,1160.8413168,1177.665104,1150.95734182,9530736.0,527805391.47,2.31,4.21,0.5377,0.3636
538,2024-05-22,1160.8413168,1146.33080034,1161.05161414,1146.33080034,7591260.0,415434135.02,1.27,-14.51,0.4283,-1.25
538,2024-05-23,1141.9145562,1136.23652802,1157.05596468,1131.3996892,7859458.0,425474359.83,2.24,-10.09,0.4434,-0.8806
538,2024-05-24,1134.13355462,1133.92325728,1144.64842162,1130.3482025,6165036.0,333629119.24,1.26,-2.31,0.3478,-0.2036
538,2024-05-27,1120.25393018,1143.38663758,1158.52804606,1104.48162968,11868010.0,643960874.59,4.77,9.46,0.6695,0.8346
538,2024-05-28,1137.91890674,1138.12920408,1151.3779365,1136.44682536,4657921.0,252891711.36,1.31,-5.26,0.2628,-0.4598
538,2024-05-29,1135.605636,1128.66582378,1137.7086094,1123.19809294,5229794.0,280995564.04,1.27,-9.46,0.295,-0.8315
538,2024-05-30,1125.51136368,1117.52006476,1137.7086094,1114.78619934,6566491.0,350642101.94,2.03,-11.15,0.3704,-0.9875
538,2024-05-31,1117.7303621,1112.05233392,1124.24957964,1107.42579244,8836004.0,468991156.09,1.51,-5.47,0.4985,-0.4893
538,2024-06-03,1107.2154951,1112.68322594,1139.8115828,1099.64479086,16086411.0,855067407.13,3.61,0.63,0.9075,0.0567
538,2024-06-04,1114.575902,1133.5026626,1134.5541493,1110.15965786,7853904.0,420044129.41,2.19,20.82,0.4431,1.8711
538,2024-06-05,1134.5541493,1130.76879718,1153.27061256,1128.03493176,9042236.0,490088336.52,2.23,-2.73,0.5101,-0.2412
538,2024-06-06,1131.3996892,1133.08206792,1141.49396152,1119.41274082,7453704.0,401933136.48,1.95,2.31,0.4205,0.2046
538,2024-06-07,1139.39098812,1137.91890674,1154.11180192,1130.55849984,8551469.0,463383067.58,2.08,4.84,0.4824,0.4269
538,2024-06-11,1137.91890674,1138.12920408,1141.49396152,1123.61868762,6921406.0,372535041.72,1.57,0.21,0.3905,0.0185
538,2024-06-12,1134.97474398,1121.30541688,1134.97474398,1121.30541688,6869302.0,367666166.84,1.2,-16.82,0.3875,-1.4782
538,2024-06-13,1114.99649668,1093.12557332,1124.0392823,1091.86378928,13420711.0,703524432.38,2.87,-28.18,0.7571,-2.5131
538,2024-06-14,1092.70497864,1110.79054988,1111.84203658,1082.40040898,9584508.0,500613857.03,2.69,17.66,0.5407,1.616
538,2024-06-17,1105.1125217,1108.2669818,1122.77749826,1104.27133234,6817335.0,360802621.34,1.67,-2.52,0.3846,-0.2272
538,2024-06-18,1108.2669818,1113.73471264,1119.62303816,1104.061035,5694067.0,301458188.88,1.4,5.47,0.3212,0.4934
538,2024-06-19,1118.36125412,1104.90222436,1118.57155146,1102.16835894,4571715.0,240911202.52,1.47,-8.83,0.2579,-0.7931
538,2024-06-20,1104.90222436,1084.29308504,1107.42579244,1072.516434,8836901.0,456370140.03,3.16,-20.61,0.4985,-1.8652
538,2024-06-21,1078.61505686,1084.29308504,1094.80795204,1076.7223808,6017218.0,310533488.89,1.67,0.0,0.3395,0.0
538,2024-06-24,1078.8253542,1077.98416484,1088.2887345,1076.09148878,5983315.0,307816812.68,1.12,-6.31,0.3375,-0.5818
538,2024-06-25,1075.6708941,1081.13862494,1087.65784248,1075.6708941,5426529.0,279338803.9,1.11,3.15,0.3061,0.2926
538,2024-06-26,1080.9283276,1089.76081588,1090.81230258,1068.3104872,5722952.0,294226387.17,2.08,8.62,0.3229,0.7975
538,2024-06-27,1088.49903184,1076.30178612,1088.49903184,1072.72673134,4246251.0,217672812.47,1.45,-13.46,0.2396,-1.235
538,2024-06-28,1074.6194074,1075.6708941,1080.29743558,1072.72673134,5339674.0,273287652.62,0.7,-0.63,0.3012,-0.0586
538,2024-07-01,1077.7738675,1103.0095483,1110.79054988,1077.7738675,8710671.0,453884960.31,3.07,27.34,0.4914,2.5415
538,2024-07-02,1099.8550882,1093.12557332,1107.2154951,1088.70932918,5101870.0,265723341.77,1.68,-9.88,0.2878,-0.8961
538,2024-07-03,1091.65349194,1076.09148878,1099.8550882,1072.93702868,5938394.0,305326870.32,2.46,-17.03,0.335,-1.5583
538,2024-07-04,1075.88119144,1063.26335104,1078.8253542,1056.11324148,8908961.0,450652231.17,2.11,-12.83,0.5026,-1.1921
538,2024-07-05,1057.7956202,1077.35327282,1077.7738675,1055.06175478,7938947.0,402901264.61,2.14,14.09,0.4479,1.3252
538,2024-07-08,1076.30178612,1069.15167656,1081.9798143,1066.2075138,5739055.0,292928703.2,1.46,-8.2,0.3238,-0.7613
538,2024-07-09,1068.73108188,1072.72673134,1081.9798143,1059.05740424,6018378.0,305658922.84,2.14,3.58,0.3395,0.3344
538,2024-07-10,1072.30613666,1072.93702868,1084.92397706,1070.83405528,5436524.0,278510410.08,1.31,0.21,0.3067,0.0196
538,2024-07-11,1082.40040898,1088.91962652,1094.80795204,1077.56357016,6448541.0,333278544.67,1.61,15.98,0.3638,1.4896
538,2024-07-12,1090.3917079,1089.12992386,1093.33587066,1081.13862494,4644694.0,240353417.57,1.12,0.21,0.262,0.0193
538,2024-07-15,1088.49903184,1087.02695046,1094.5976547,1083.87249036,4577895.0,236973958.21,0.98,-2.1,0.2583,-0.1931
538,2024-07-16,1087.02695046,1087.44754514,1093.33587066,1077.98416484,5305497.0,274291092.53,1.41,0.42,0.2993,0.0387
538,2024-07-17,1084.50338238,1092.91527598,1095.43884406,1067.2590005,9758798.0,502436499.49,2.59,5.47,0.5505,0.5028
538,2024-07-18,1089.55051854,1102.16835894,1104.061035,1084.71367972,8509944.0,444043109.59,1.77,9.25,0.4801,0.8466
538,2024-07-19,1103.64044032,1122.56720092,1124.45987698,1097.7521148,9710464.0,514850492.97,2.42,20.4,0.5478,1.8508
538,2024-07-22,1123.40839028,1123.19809294,1131.3996892,1115.6273887,7844216.0,419121393.59,1.41,0.63,0.4425,0.0562
538,2024-07-23,1121.51571422,1089.3402212,1124.45987698,1088.70932918,8464302.0,444106690.85,3.18,-33.86,0.4775,-3.0144
538,2024-07-24,1089.12992386,1090.60200524,1102.79925096,1083.66219302,5693696.0,295914124.14,1.76,1.26,0.3212,0.1158
538,2024-07-25,1086.1857611,1080.50773292,1091.86378928,1074.19881272,5550873.0,285887318.37,1.62,-10.09,0.3132,-0.9256
538,2024-07-26,1080.08713824,1089.3402212,1091.02259992,1074.6194074,5390527.0,278055875.27,1.52,8.83,0.3041,0.8174
538,2024-07-29,1089.97111322,1067.04870316,1098.17270948,1066.2075138,7114473.0,365091999.17,2.93,-22.29,0.4014,-2.0463
538,2024-07-30,1063.68394572,1039.28945428,1067.2590005,1030.456966,10238874.0,507786285.88,3.45,-27.76,0.5776,-2.6015
538,2024-07-31,1038.65856226,1062.21186434,1066.83840582,1034.6629128,9675537.0,485792875.85,3.1,22.92,0.5458,2.2056
568,2024-01-02,4726.0834156,4555.32779512,4726.0834156,4538.19953072,11708435.0,2033049618.71,3.97,-172.6,0.7995,-3.6507
568,2024-01-03,4543.20625416,4495.5106256,4584.05057696,4455.72034984,8530447.0,1455270130.73,2.82,-59.82,0.5825,-1.3131
568,2024-01-04,4482.59854936,4347.94404,4494.45657856,4316.3226288,12494978.0,2071658718.36,3.96,-147.57,0.8532,-3.2825
568,2024-01-05,4321.592864,4297.8768056,4395.3761568,4294.71466448,8059837.0,1329231479.32,2.32,-50.07,0.5503,-1.1515
568,2024-01-08,4287.86335872,4220.40434816,4355.05885752,4216.71518352,8093736.0,1305199029.64,3.22,-77.47,0.5527,-1.8026
568,2024-01-09,4231.9988656,4210.9179248,4260.9851592,4158.47908456,7767000.0,1241327530.26,2.43,-9.49,0.5303,-0.2248
568,2024-01-10,4189.836984,4229.62725976,4318.43072288,4158.2155728,7106873.0,1143986583.72,3.8,18.71,0.4853,0.4443
